,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,REDEMP_SNAPS12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10
3114,19101.49,14.48322428,2986.013282,2.264069455,368.5548599,0.7141844006,4909.1378159999995,3.722230255,2502.445425,1.897416292,15,0.113999954,3,0.0228,48,0.364799854,11,0.083599967,48.16666667,0.3630808351,17,19,11.764710000000001,0.13104949999999999,0.14322220000000002,9.288651,72,0.547199781,84,0.638399745,510.5596443,495.4132671,558.8067883,589.648556,370609.6673,14.600071900000001,7.025585034,66,100.0,1.0,0,1,1,10.51943013,15.20374614,4.991531333999999,2.4002373919999997,0.7932412507,8.552049,7.343539,-14.131229999999999,65258.17,51273.75,-21.42938,2.261646531,1.138312513,0,14.2,4.9,7.1,7.7,0.7695072,0.9531476000000001,0.7468696,94.0,59.0,-37.23404255,11.31167268,8.286516854,0.8954503698,1.256041797,965.0,1541.0,59.68911917,7.468866822000001,11.61712489,55.54066193,6.0,66.0,37.0,-43.93939394,1874.0,1697.0,10.43017089,14.50430718,14.12750944,-2.59783338,39.0,21.0,-46.15384615,352.0,134.0,-61.93181818,2.7243949439999997,1.010184773,-62.92076612,10.0,18.0,80.0,41.0,59.0,43.90243902,0.317330093,0.44478284799999995,40.16409343,12.0,15.0,25.0,46.0,25.0,-45.65217391,0.35602888479999995,0.1884673085,-47.06403988,1.0,0.0,-100.0,1.0,4.0,300.0,,,,,,,3.0,7.0,133.3333333,1.0,4.0,300.0,,,,0.0,1.0,7.2,27.1,29.2,19,0.144399942,94.28374290000001,0.8454207011,2.566591097,1.0622730059999999,0.26158757120000004,0.016680946569999997,13.4986769,24.54904577,0,0,1,0.0
2690,2800.823639,29.78648983,444.5803158,4.7280688689999995,45.64895601,1.625096334,240.2750794,2.5553023440000002,223.20135299999998,2.3737249069999997,2,0.212788595,0,0.0,7,0.7447600809999999,0,0.0,6.583333333,0.7051556698,1,1,0.0,0.1082134,0.10711230000000001,-1.017567,5,0.531971486,6,0.638365784,784.2561465,728.7686454,658.5372404,688.3563724999999,201112.1848,15.22302696,15.52695948,56,76.67399999999999,1.0,1,1,1,13.13134268,52.89312457,9.938733832999999,6.169233189,0.740451795,,,,,,,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.0959379999999999,0.9748207,1.040049,13.0,6.0,-53.84615385,2.504816956,1.244813278,0.1942530421,,53.0,,,5.675125816,,,0.0,3.0,0.0,-100.0,,0.0,,,,,3.0,0.0,-100.0,,0.0,,,0.0,,6.0,9.0,50.0,27.0,52.0,92.59259259,2.8911018310000003,5.581195664,93.04735668,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,2.0,-50.0,13.0,16.0,23.07692308,596000.0,589000.0,-1.174496644,0.0,0.0,9.9,29.6,26.6,0,0.0,50.54769754,11.09220462,37.02009997,0.2871424014,0.4679357652,0.0,13.11283633,19.35552483,0,0,0,0.0
1367,1780.064382,25.97875631,599.4987812999999,8.749252499999999,47.93075658,1.6741444840000002,423.9205938999999,6.18681544,361.3058695,5.272998679,4,0.586940572,0,0.0,3,0.440205429,1,0.146735143,6.0,0.9044317154000001,4,4,0.0,0.6110601999999999,0.6029545000000001,-1.326497,2,0.293470286,5,0.733675715,578.8291809,521.2382004,645.9141302999999,690.5203428,60475.45333,10.08867498,9.863300253,61,86.62200000000001,0.0,0,1,1,11.67903545,33.27464789,14.26056338,2.7083593639999997,1.036209315,22.88456,15.762839999999999,-31.1202,37450.59,26142.67,-30.19422,2.6888007210000002,1.7739879159999998,0,10.6,4.8,5.7,7.1,0.9485940999999999,1.038527,0.8449965,13.0,13.0,0.0,1.878612717,2.131147541,0.04932285074,0.059025580120000004,83.0,166.0,100.0,12.09912536,25.0,106.626506,0.0,7.0,4.0,-42.85714286,87.0,112.0,-22.32142857,12.68221574,13.10240964,3.3132530119999997,7.0,4.0,-42.85714286,87.0,112.0,28.73563218,12.68221574,16.86746988,33.00096939,2.0,2.0,0.0,,,,,,,2.0,3.0,50.0,,,,,,,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,,,2.0,1.0,-50.0,1.0,1.0,0.0,,,,0.0,1.0,8.5,27.6,28.2,0,0.0,91.84179802,0.1605370695,4.028021016,0.3648569761,1.459427904,0.0,21.3806188,24.31406888,0,0,0,1.0
2581,3728.79854,19.24839222,2198.507686,11.34889369,86.53610465,1.359561738,1300.018473,6.710811856,374.1258498,1.931271164,2,0.104799832,1,0.0523999,13,0.68119891,1,0.0523999,17.08333333,0.8824035813,3,3,0.0,0.1628664,0.15495870000000003,-4.855376000000001,12,0.6287989939999999,9,0.471599245,784.2561465,728.7686454,658.5372404,688.3563724999999,347497.961,15.22302696,21.54312066,56,76.67399999999999,1.0,1,1,1,13.13134268,71.06334842,6.877828054,6.169233189,0.740451795,,,,,,,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.0959379999999999,0.9748207,1.040049,14.0,4.0,-71.42857143,2.197802198,0.6441223832999999,0.021421872430000002,,246.0,,,13.00486361,,,2.0,5.0,3.0,-40.0,407.0,,,21.51617678,21.00862024,-2.358953182,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,6.0,200.0,0.0,1.0,,0.0,,,0.0,0.0,9.3,27.5,29.4,1,0.0523999,30.65765022,0.8156101590000001,67.30848648,0.2890770184,0.2684286599,0.01032417923,11.4804873,32.21660128,0,1,0,0.0
2768,144013.4594,34.07159084,29752.538780000003,7.039038794,2010.44913,1.317411589,42408.92586,10.03336477,12867.79874,3.0443430439999997,35,0.085199611,9,0.0219085,154,0.374878286,17,0.0413827,183.16666669999998,0.40147702630000004,21,22,4.7619050000000005,0.05314490000000001,0.0482211,-9.264916,282,0.686465433,219,0.533106134,784.2561465,728.7686454,658.5372404,688.3563724999999,302989.2115,15.22302696,9.253673197000001,56,76.67399999999999,1.0,1,1,1,13.13134268,25.9054969,7.240424222000001,6.169233189,0.740451795,11.988669999999999,9.636735,-19.61798,225584.5,199844.8,-11.410210000000001,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.003679,0.9831601000000001,0.9444155000000001,133.0,147.0,10.52631579,4.875366569,5.7828481510000005,0.1722770509,0.4635628779,328.0,601.0,83.23170732,0.8776553758,1.316628292,50.01654735,4.0,12.0,21.0,75.0,33.0,98.0,-66.32653061,0.08830069329,0.07229406597,-18.12740843,12.0,21.0,75.0,33.0,98.0,196.969697,0.08830069329,0.2146914686,143.1367871,111.0,94.0,-15.31531532,1082.0,1332.0,23.10536044,2.8951924289999997,2.91805139,0.7895489531000001,6.0,6.0,0.0,2.0,4.0,100.0,0.005351557169,0.008762917087,63.74518313,0.0,0.0,0.0,3.0,5.0,66.66666667,,80360.0,,,176.0470043,,6.0,11.0,83.33333333,12.0,44.0,266.6666667,66000.0,2578000.0,3806.0606060000005,0.0,1.0,6.9,25.0,31.1,37,0.09006816,63.75547401,5.854087853999999,23.19348726,4.751596365,0.3170254496,0.08375149936000001,8.914802959,28.73386187,0,0,1,0.0
928,4256.000002000001,100.0,1669.159512,39.21897349,79.04395221,5.2346988219999995,1325.9999990000001,31.15601502,456.0000014,10.71428575,1,0.238777459,0,0.0,3,0.7163323779999999,0,0.0,3.583333333,0.8419486216,1,1,0.0,0.2511932,0.2349624,-6.461466000000001,0,0.0,5,1.193887297,610.8893781,608.8071732000001,529.137954,562.2985113,,10.54412597,6.109022556,58,77.389,1.0,0,0,1,12.64728619,45.27421237,14.00233372,3.416376142,0.6255261646,,,,,,,2.73131998,1.678405334,0,14.4,5.5,8.8,9.3,0.9485940999999999,1.038527,0.8449965,2.0,0.0,-100.0,0.8064516129000001,0.0,,0.0,,0.0,,,0.0,,0.0,2.0,0.0,-100.0,,0.0,,,,,2.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,5.0,0.0,21000.0,,,0.0,1.0,8.4,30.3,33.9,0,0.0,71.33458647,0.09398496241,26.99718045,0.234962406,0.3759398496,0.0,10.71428571,31.15601504,0,0,0,0.0
732,6493.914143,15.32450949,2048.579688,4.83429226,271.1745712,1.643382651,1665.19315,3.929566617,888.6079902,2.0969605209999997,10,0.23924589699999999,1,0.023924599999999997,20,0.47849179399999997,3,0.071773769,36.33333333,0.8433334106999999,6,7,16.66667,0.1421835,0.16247709999999999,14.272839999999999,34,0.81343605,24,0.574190153,652.9673209,611.2947786000001,565.7680267000001,617.4356991000001,257241.9784,13.83781227,14.25335095,65,89.421,0.5,0,0,1,12.27079455,35.37059175,9.832635983,3.2832366489999996,0.8580418872,22.028570000000002,20.6607,-6.209528,154930.6,127160.7,-17.92409,2.648824643,0.9536341646,0,13.0,4.5,6.2,7.8,0.9703046000000001,0.9722158999999999,0.9232891,39.0,46.0,17.94871795,4.715840387,6.182795699,0.19498027350000002,0.2591586561,384.0,478.0,24.47916667,9.210179167,11.10801264,20.6058258,1.0,19.0,20.0,5.263157895,605.0,542.0,11.62361624,14.51082916,14.059304699999998,-3.1116378510000002,19.0,18.0,-5.263157895,,,,,,,2.0,4.0,100.0,,,,,,,9.0,4.0,-55.55555556,10.0,9.0,-10.0,0.2398484158,0.2091466815,-12.80047407,1.0,1.0,0.0,0.0,1.0,,0.0,,,0.0,,,7.0,0.0,-100.0,4.0,5.0,25.0,8000.0,35000.0,337.5,0.0,1.0,9.9,29.6,36.9,3,0.071773769,91.62261658,0.6253539739,5.687181422999999,0.8400981688,0.193505758,0.0424768737,14.31942609,24.57995092,0,0,0,0.0
306,38750.88195,15.32715592,12083.69554,4.779470204,668.9345921,0.7486760815000001,10831.55762,4.284211458,3901.0731530000003,1.542993435,29,0.11684455199999999,4,0.0161165,72,0.29009682,6,0.0241747,113.66666670000001,0.4310600918,12,15,25.0,0.0482214,0.056884800000000006,17.96572,131,0.527815047,143,0.576164517,747.0957935,617.9516242000001,900.3162096000001,877.9232822,305827.2361,9.512322867,11.10880385,52,80.983,0.0,0,0,1,7.778857766000001,36.733641299999995,7.68264789,2.132226333,0.2548187491,10.122710000000001,10.41536,2.891093,209921.3,183095.8,-12.778830000000001,2.147968416,0.6862035668,0,14.1,5.8,8.0,8.8,0.7460753999999999,0.9951802,0.6935429,303.0,249.0,-17.82178218,7.727620505,7.063829787,0.1431382028,0.09453340055,2203.0,1759.0,-20.154335,9.268296787,6.659927229,-28.14292224,3.0,81.0,66.0,-18.51851852,13085.0,9955.0,31.44148669,55.05023307,49.54243763,-10.00503565,79.0,58.0,-26.58227848,12840.0,9755.0,-24.02647975,54.019487399999996,36.93438893,-31.62765753,30.0,15.0,-50.0,59.0,81.0,37.28813559,0.24822038600000002,0.30668226579999996,23.55240869,1.0,4.0,300.0,,,,,,,6.0,7.0,16.66666667,6.0,9.0,50.0,,183788.0,,,695.8582749,,15.0,14.0,-6.666666667,31.0,50.0,61.29032258,605000.0,647000.0,6.94214876,1.0,1.0,5.5,23.9,26.0,26,0.104757185,67.56728963,0.8124196579,28.35162662,1.136359142,0.5612577870000001,0.06249381984,9.585681796,27.845743100000004,0,0,1,0.0
579,5785.716217,15.53462629,1696.937098,4.55626973,190.5360889,1.295458858,1325.3337470000001,3.5585161289999996,996.5340861,2.675690275,10,0.270716587,0,0.0,10,0.270716587,7,0.18950161100000001,19.66666667,0.5150499337,5,5,0.0,0.132076,0.13094489999999998,-0.8563803,25,0.676791467,28,0.758006443,570.6714232,470.63844720000003,583.9972548999999,495.6730739,310218.6122,14.60757463,12.05115813,61,85.868,0.0,0,1,1,10.99772869,17.52536304,7.976924607000001,4.58209045,1.463642474,8.921263,9.067255000000001,1.6364530000000002,67546.45,69244.81,2.514358,2.987124475,0.6260184849,0,12.6,4.8,9.7,8.7,0.9400685,1.079599,0.8055444,71.0,96.0,35.21126761,6.43115942,9.116809117,0.20678789469999997,0.3312200508,126.0,291.0,130.952381,3.482683325,7.621991147,118.85398229999998,3.0,15.0,28.0,86.66666667,9.0,21.0,-57.14285714,0.2487630946,0.235731685,-5.238481888,15.0,28.0,86.66666667,9.0,21.0,133.3333333,0.2487630946,0.5500405982,121.11020890000002,15.0,13.0,-13.33333333,20.0,22.0,10.0,0.5528068769,0.5762330077000001,4.237669923,10.0,13.0,30.0,3.0,3.0,0.0,0.08292103154,0.07857722832,-5.238481888,1.0,2.0,100.0,1.0,4.0,300.0,,3272.0,,,85.70156369,,9.0,14.0,55.55555556,3.0,8.0,166.66666669999998,,42000.0,,0.0,1.0,6.7,24.0,24.3,4,0.108286635,90.60788315,0.7732789174,3.560305016,2.075502094,0.5853291804999999,0.1208248308,10.3587155,18.7117388,0,0,0,0.0
222,456713.5374,14.75500337,84421.13487000001,2.727386047,4977.328717,0.45795280159999996,100183.2548,3.236611444,59019.28999,1.906730918,622,0.20318809300000001,15,0.00490003,662,0.21625485100000003,235,0.07676720599999999,1532.833333,0.48246866159999996,383,511,33.420359999999995,0.1268517,0.1608404,26.79403,2332,0.7617920140000001,2216,0.723898415,761.4471252999999,642.4874575,755.5875049,750.3186458,289093.4226,10.47432573,8.693062705,48,66.446,0.5,0,1,0,8.590151677,39.46919024,9.057960727000001,3.172784645,0.2572395009,27.165670000000002,26.70938,-1.679668,214153.0,166061.4,-22.45665,3.893239222,0.886967643,17,15.6,5.7,10.4,10.8,1.032918,1.089488,0.8770728000000001,695.0,717.0,3.1654676260000003,10.39330043,12.50872296,1.1031302,1.5673640080000002,11629.0,11379.0,-2.149797919,3.9079328789999996,3.573404749,-8.560232222,57.0,175.0,335.0,91.42857143,3579.0,1968.0,81.8597561,1.202725236,1.123931417,-6.551273444,175.0,329.0,88.0,,1958.0,,,0.6148806133,,4685.0,4124.0,-11.97438634,49160.0,32887.0,-33.10211554,16.5202494,10.32767044,-37.48477888,70.0,110.0,57.14285714,342.0,445.0,30.11695906,0.1149293185,0.1397455939,21.59264128,0.0,0.0,0.0,9.0,26.0,188.88888889999998,541749.0,4649990.0,758.3292263,182.05509750000002,1460.2598070000001,702.0977316000001,79.0,76.0,-3.797468354,18.0,46.0,155.5555556,1607000.0,2322000.0,44.49284381,0.0,1.0,7.1,21.7,19.1,320,0.104534067,48.46188415,4.736193076,32.02739109,10.59854044,0.455462824,0.4362725191,11.35345602,23.39563075,0,0,1,0.0
1180,468.1171834,1.5214417040000001,181.31045930000002,0.589282564,590.3304774000001,4.5410036719999995,58.79456819,0.1910899902,140.49745330000002,0.4566349886,12,0.389876214,1,0.032489699999999996,28,0.909711167,6,0.194938107,44.25,1.4446620959999998,8,10,25.0,0.268754,0.32647729999999997,21.47814,16,0.5198349520000001,40,1.299587381,557.6023022999999,447.17693099999997,690.8527025000001,757.4356361,232047.3205,19.14661713,25.34018027,100,100.0,0.0,0,1,1,8.17218526,44.92440605,8.351331893,2.818021074,0.5253731886999999,17.01817,13.116610000000001,-22.92584,63322.49,40176.18,-36.55305,2.02252748,0.932108828,0,11.4,4.2,7.7,10.3,1.1280620000000001,1.0312299999999999,1.011974,88.0,96.0,9.090909091,22.68041237,24.74226804,6.19731687,,522.0,441.0,-15.51724138,17.06105373,14.39576941,-15.62203817,1.0,31.0,41.0,32.25806452,91.0,71.0,28.16901408,2.9742449989999997,2.9705555919999997,-0.1240451786,31.0,41.0,32.25806452,89.0,,,2.908876977,,,28.0,17.0,-39.28571429,88.0,58.0,-34.09090909,2.876192966,1.893321146,-34.17266614,22.0,38.0,72.72727273,56.0,58.0,3.571428571,1.830304615,1.893321146,3.442953208,0.0,0.0,0.0,5.0,9.0,80.0,1868.0,22296.0,1093.576017,61.05373251,727.8187634999999,1092.095444,5.0,19.0,280.0,3.0,8.0,166.66666669999998,1000.0,34000.0,3300.0,0.0,,7.9,26.0,30.2,2,0.06497936900000001,96.62961518,0.2275091004,1.023790952,0.4192667707,0.3672646906,0.03250130005,16.77067083,19.65353614,0,0,0,0.0
951,1952.188875,32.959461,538.2234062000001,9.087006688999999,48.43110638,1.89628451,473.9374505,8.00164529,363.71691549999997,6.1407549470000005,2,0.335683115,0,0.0,2,0.335683115,1,0.167841558,2.0,0.34164673729999995,1,1,0.0,0.16619579999999998,0.1708234,2.784418,4,0.67136623,7,1.1748909029999999,610.8893781,608.8071732000001,529.137954,562.2985113,,10.54412597,8.230626372,58,77.389,1.0,0,0,1,12.64728619,29.19320594,14.64968153,3.416376142,0.6255261646,,,,,,,2.73131998,1.678405334,0,14.4,5.5,8.8,9.3,0.9485940999999999,1.038527,0.8449965,7.0,6.0,-14.28571429,1.461377871,1.321585903,0.02172837122,0.01198476223,18.0,14.0,-22.22222222,3.034901366,2.392344498,-21.172248800000002,1.0,2.0,2.0,0.0,,,,,,,2.0,2.0,0.0,,,,,,,2.0,2.0,0.0,,,,,,,2.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,-100.0,,0.0,,,0.0,,0.0,0.0,,4.0,5.0,25.0,45000.0,22000.0,-51.11111111,0.0,1.0,10.8,30.1,35.1,1,0.167841558,94.07394901,0.42208340369999997,3.579267263,0.2363667061,0.43896673979999995,0.01688333615,22.31977039,21.47560358,0,0,0,1.0
941,3325.913762,34.44401162,1017.902101,10.5416539,103.0527321,2.5635007969999997,877.4714121,9.087317855,549.3329302,5.6890320029999994,3,0.310269935,0,0.0,8,0.827386493,0,0.0,11.58333333,1.226918052,3,3,0.0,0.3178303,0.3177629,-0.0211822,3,0.310269935,4,0.413693246,610.8893781,608.8071732000001,529.137954,562.2985113,87035.24547000001,10.54412597,13.54943386,58,77.389,1.0,0,0,1,12.64728619,39.586822999999995,12.6186488,3.416376142,0.6255261646,,,,,,,2.73131998,1.678405334,0,14.4,5.5,8.8,9.3,0.873642,0.9790413,0.8255146000000001,23.0,24.0,4.347826087,2.505446623,2.628696605,0.47799056520000005,0.25833903199999997,153.0,102.0,-33.33333333,15.52038953,10.75608984,-30.697036800000003,0.0,0.0,5.0,,0.0,4.0,-100.0,0.0,0.0,,0.0,5.0,,0.0,4.0,,0.0,0.4218074449,,12.0,11.0,-8.333333332999999,94.0,94.0,0.0,9.535402719,9.912474955,3.954444796,2.0,4.0,100.0,,5.0,,,0.5272593061,,1.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,0.0,-100.0,9.0,18.0,100.0,25000.0,138000.0,452.0,0.0,0.0,9.3,29.7,31.6,0,0.0,95.11184756,0.4246064623,1.9262634630000002,0.31068765530000003,0.6213753107,0.06213753107000001,19.33512842,23.1980116,0,0,1,0.0
1425,67857.83356,27.66489331,27326.92717,11.14088801,2947.224766,3.226264371,18590.01785,7.578946064,7713.764547,3.1448170689999997,36,0.147254923,3,0.0122712,146,0.59720052,4,0.016361700000000003,267.1666667,1.074499047,0,0,0.0,0.0,0.0,0.0,178,0.728093785,110,0.44994559700000003,588.6173312000001,627.3073381,371.8450513,439.7314537,375601.8576,21.89988113,34.29140252,65,85.195,0.0,1,0,1,13.74378556,71.60768357,7.103993187,6.771011885,0.770495624,,,,,,,3.776360131,1.291363538,0,16.7,7.6,11.3,12.4,1.136671,0.9925835999999999,1.0594,23.0,53.0,130.43478259999998,2.147525677,5.062082139,,0.14713696,,108.0,,,0.43516626979999995,,2.0,14.0,34.0,142.8571429,84.0,293.0,-71.33105802,0.3407072108,0.3384626543,-0.6587933806,14.0,34.0,142.8571429,84.0,287.0,241.66666669999998,0.3407072108,1.156414069,239.41578930000003,41.0,42.0,2.43902439,947.0,470.0,-50.36958817,3.8410681980000003,1.893779137,-50.69655004,10.0,18.0,80.0,9.0,17.0,88.88888889,0.036504344019999996,0.06849839432,87.64450139,3.0,1.0,-66.66666667,2.0,4.0,100.0,,11701.0,,,47.14704188,,3.0,8.0,166.66666669999998,21.0,42.0,100.0,149000.0,148000.0,-0.6711409396,0.0,0.0,11.7,33.1,34.9,22,0.089989119,27.97113562,68.83380557,1.479911124,0.7546323664,0.13983733210000002,0.011822981429999999,10.82455103,26.51731659,0,1,1,1.0
586,491.0323482,11.45665768,199.7537896,4.660611051,16.80663666,1.087808198,138.0903861,3.221894215,77.54455537,1.809252342,2,0.470809793,0,0.0,3,0.7062146890000001,0,0.0,3.0,0.7117437722,1,1,0.0,0.23986570000000002,0.23724789999999998,-1.0913389999999998,2,0.470809793,2,0.470809793,570.6714232,470.63844720000003,583.9972548999999,495.6730739,,14.60757463,9.507699487,61,85.868,0.0,0,1,1,10.99772869,27.27272727,8.981380066,4.58209045,1.463642474,,,,,,,2.987124475,0.6260184849,0,12.6,4.8,9.7,8.7,0.7219861,1.008887,0.6620316999999999,18.0,17.0,-5.555555556,3.887688985,3.37972167,0.1487447395,0.1570874145,41.0,51.0,24.390243899999998,9.839212863,12.05958856,22.5665988,0.0,3.0,3.0,0.0,,,,,,,3.0,3.0,0.0,,,,,,,2.0,1.0,-50.0,,,,,,,1.0,3.0,200.0,,4.0,,,0.9458500828,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,-50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,9.2,26.7,31.3,0,0.0,95.03033131,0.2099860009,2.9398040130000003,0.4666355576,0.4899673355,0.02333177788,16.65888941,29.93467102,0,0,0,0.0
1642,4776.632127000001,41.85255522,2487.510396,21.79541222,162.6576824,3.1762874919999997,1006.6509880000001,8.820213684,961.2484483,8.422399441,7,0.610234504,0,0.0,8,0.697410862,2,0.17435271600000002,19.91666667,1.745850865,6,5,-16.66667,0.5428881999999999,0.43828890000000004,-19.26718,7,0.610234504,13,1.1332926509999999,549.1850431,513.3804876,745.8243506,770.1269227000001,82805.24033,12.56606206,18.64832501,70,73.941,0.0,0,1,1,8.887484884,52.52246026,9.813407049,2.625055257,0.6883154579,14.068129999999998,12.76853,-9.237884,25913.5,29132.69,12.42282,2.120331614,1.409349234,0,14.1,5.6,8.4,9.0,0.9400685,1.079599,0.8055444,40.0,41.0,2.5,7.874015748,8.333333332999999,1.199143469,1.433893301,168.0,204.0,21.42857143,14.78352693,17.94037464,21.35381987,1.0,13.0,11.0,-15.38461538,31.0,30.0,3.333333333,2.7279127069999998,2.7262334010000004,-0.061560109050000006,13.0,11.0,-15.38461538,31.0,30.0,-3.225806452,2.7279127069999998,2.638290388,-3.2853807510000004,13.0,6.0,-53.84615385,21.0,18.0,-14.28571429,1.8479408659999998,1.582974233,-14.33848009,11.0,6.0,-45.45454545,9.0,2.0,-77.77777778,0.7919746568000001,0.1758860259,-77.7914578,1.0,0.0,-100.0,2.0,1.0,-50.0,,,,,,,3.0,4.0,33.33333333,6.0,14.0,133.3333333,49000.0,33000.0,-32.65306122,0.0,0.0,8.5,24.2,26.8,1,0.08717635800000001,90.42320161,0.1489529484,2.0415315869999997,0.2803820205,4.161920617,0.008761938141,21.51932007,20.62560238,0,0,0,0.0
